population_group_id,population_group_name,measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year,val,upper,lower,cause_group
1,All Population,1,Deaths,66,Brunei Darussalam,3,Both,27,Age-standardized,294,All causes,3,Rate,1991,909.0974210635364,931.3332434369156,887.1796340348117,All
1,All Population,1,Deaths,66,Brunei Darussalam,3,Both,27,Age-standardized,295,"Communicable, maternal, neonatal, and nutritional diseases",3,Rate,1991,87.75916010095132,103.138245232498,70.68295417241073,CMNN
1,All Population,1,Deaths,10,Cambodia,3,Both,27,Age-standardized,409,Non-communicable diseases,3,Rate,1996,638.1612495895581,709.9874342111142,559.0798267977632,NCD
1,All Population,1,Deaths,15,Myanmar,3,Both,27,Age-standardized,294,All causes,3,Rate,1992,1819.82403090488,1882.6197154745996,1752.7409505279345,All
1,All Population,1,Deaths,15,Myanmar,3,Both,27,Age-standardized,295,"Communicable, maternal, neonatal, and nutritional diseases",3,Rate,1992,619.0236455645921,724.6383877221729,530.3815249205335,CMNN
1,All Population,1,Deaths,10,Cambodia,3,Both,27,Age-standardized,409,Non-communicable diseases,3,Rate,1994,650.5266610787936,726.9899510444106,572.6972708990196,NCD
1,All Population,1,Deaths,18,Thailand,3,Both,27,Age-standardized,294,All causes,3,Rate,1998,783.5153985866782,791.0726412253296,776.8148441752837,All
1,All Population,1,Deaths,18,Thailand,3,Both,27,Age-standardized,295,"Communicable, maternal, neonatal, and nutritional diseases",3,Rate,1998,142.65482544867396,163.61807407509417,129.02159037423425,CMNN
1,All Population,1,Deaths,66,Brunei Darussalam,3,Both,27,Age-standardized,409,Non-communicable diseases,3,Rate,1997,707.9538184209646,728.5151920160342,686.5737997114438,NCD
1,All Population,1,Deaths,10,Cambodia,3,Both,27,Age-standardized,687,Injuries,3,Rate,1999,94.24020629733356,115.20072172014233,72.61106667737681,Injuries
1,All Population,1,Deaths,10,Cambodia,3,Both,27,Age-standardized,687,Injuries,3,Rate,1998,101.92912496525685,124.3875112576858,78.17150427035551,Injuries
1,All Population,1,Deaths,10,Cambodia,3,Both,27,Age-standardized,687,Injuries,3,Rate,1993,120.64296004011835,147.89103727287778,94.34078148143595,Injuries
1,All Population,1,Deaths,15,Myanmar,3,Both,27,Age-standardized,294,All causes,3,Rate,1993,1790.8185104429642,1860.377358486694,1727.8274414485318,All
1,All Population,1,Deaths,15,Myanmar,3,Both,27,Age-standardized,295,"Communicable, maternal, neonatal, and nutritional diseases",3,Rate,1993,597.1584933014063,699.9696463330557,510.734882335336,CMNN
1,All Population,1,Deaths,10,Cambodia,3,Both,27,Age-standardized,294,All causes,3,Rate,1998,1256.4209975609226,1295.7530953937242,1219.9744080340104,All
1,All Population,1,Deaths,10,Cambodia,3,Both,27,Age-standardized,295,"Communicable, maternal, neonatal, and nutritional diseases",3,Rate,1998,525.0617418876742,602.767726443872,458.253822992505,CMNN
1,All Population,1,Deaths,15,Myanmar,3,Both,27,Age-standardized,687,Injuries,3,Rate,1990,94.68240635381768,113.39070049689803,75.35926413311567,Injuries
1,All Population,1,Deaths,10,Cambodia,3,Both,27,Age-standardized,409,Non-communicable diseases,3,Rate,1995,646.5120251961441,719.8375937985497,565.6139578218146,NCD
1,All Population,1,Deaths,66,Brunei Darussalam,3,Both,27,Age-standardized,294,All causes,3,Rate,1992,897.7732119277099,919.7495613333588,877.0096522165048,All
1,All Population,1,Deaths,66,Brunei Darussalam,3,Both,27,Age-standardized,295,"Communicable, maternal, neonatal, and nutritional diseases",3,Rate,1992,84.9683306872741,100.46914861760706,69.31375369529515,CMNN
1,All Population,1,Deaths,10,Cambodia,3,Both,27,Age-standardized,687,Injuries,3,Rate,1991,125.21588790862876,151.85220637674922,95.0627149385193,Injuries
1,All Population,1,Deaths,10,Cambodia,3,Both,27,Age-standardized,687,Injuries,3,Rate,1992,121.01681614920756,146.69617743560872,92.44192078270189,Injuries
1,All Population,1,Deaths,66,Brunei Darussalam,3,Both,27,Age-standardized,409,Non-communicable diseases,3,Rate,1996,714.4447266625782,734.4950376814675,692.4827180036419,NCD
1,All Population,1,Deaths,66,Brunei Darussalam,3,Both,27,Age-standardized,409,Non-communicable diseases,3,Rate,1998,700.9950142107652,721.1568679341774,680.4815353774471,NCD
1,All Population,1,Deaths,10,Cambodia,3,Both,27,Age-standardized,687,Injuries,3,Rate,1995,117.25675959484336,141.1495461931602,91.95368068103444,Injuries
1,All Population,1,Deaths,12,Lao PDR,3,Both,27,Age-standardized,294,All causes,3,Rate,1996,1832.3474223966489,1900.071243328456,1765.9838622914406,All
1,All Population,1,Deaths,12,Lao PDR,3,Both,27,Age-standardized,295,"Communicable, maternal, neonatal, and nutritional diseases",3,Rate,1996,958.004789859182,1071.469961547049,851.7135186503946,CMNN
1,All Population,1,Deaths,10,Cambodia,3,Both,27,Age-standardized,294,All causes,3,Rate,1997,1270.532580796519,1307.2455144697726,1230.4961178145345,All
1,All Population,1,Deaths,10,Cambodia,3,Both,27,Age-standardized,295,"Communicable, maternal, neonatal, and nutritional diseases",3,Rate,1997,533.0939394305361,614.1689057253539,463.5196637428261,CMNN
1,All Population,1,Deaths,10,Cambodia,3,Both,27,Age-standardized,294,All causes,3,Rate,1999,1220.0076606189707,1258.6718925439422,1182.411489253917,All
1,All Population,1,Deaths,10,Cambodia,3,Both,27,Age-standardized,295,"Communicable, maternal, neonatal, and nutritional diseases",3,Rate,1999,506.7943397372639,586.1790026680985,440.8850731734096,CMNN
1,All Population,1,Deaths,15,Myanmar,3,Both,27,Age-standardized,409,Non-communicable diseases,3,Rate,1996,1080.2198281075512,1169.5944663888008,991.133008718572,NCD
1,All Population,1,Deaths,11,Indonesia,3,Both,27,Age-standardized,294,All causes,3,Rate,1993,1017.6621736262148,1051.857884807677,984.2178639127372,All
1,All Population,1,Deaths,11,Indonesia,3,Both,27,Age-standardized,295,"Communicable, maternal, neonatal, and nutritional diseases",3,Rate,1993,360.33029696410006,403.783217725482,316.7554819990679,CMNN
1,All Population,1,Deaths,10,Cambodia,3,Both,27,Age-standardized,409,Non-communicable diseases,3,Rate,1997,630.275301247729,700.9715300496259,549.2153133120495,NCD
1,All Population,1,Deaths,66,Brunei Darussalam,3,Both,27,Age-standardized,294,All causes,3,Rate,1990,919.8012311573729,940.3215168667182,899.6007416221205,All
1,All Population,1,Deaths,66,Brunei Darussalam,3,Both,27,Age-standardized,295,"Communicable, maternal, neonatal, and nutritional diseases",3,Rate,1990,90.5833750537105,107.8900333809645,72.61771703709887,CMNN
1,All Population,1,Deaths,18,Thailand,3,Both,27,Age-standardized,294,All causes,3,Rate,1996,839.6333961385061,847.2143470979781,831.1670979777654,All
1,All Population,1,Deaths,18,Thailand,3,Both,27,Age-standardized,295,"Communicable, maternal, neonatal, and nutritional diseases",3,Rate,1996,143.49243791611164,170.7087498790437,126.11324489639,CMNN
1,All Population,1,Deaths,10,Cambodia,3,Both,27,Age-standardized,687,Injuries,3,Rate,1994,124.52004779557232,149.39777076377518,98.47651990068952,Injuries
1,All Population,1,Deaths,11,Indonesia,3,Both,27,Age-standardized,409,Non-communicable diseases,3,Rate,1997,601.0143095216777,643.6416767508287,561.294161370869,NCD
1,All Population,1,Deaths,66,Brunei Darussalam,3,Both,27,Age-standardized,409,Non-communicable diseases,3,Rate,1990,769.936674451977,793.9528270689125,742.0363946183517,NCD
1,All Population,1,Deaths,12,Lao PDR,3,Both,27,Age-standardized,294,All causes,3,Rate,1995,1869.0382207371931,1926.8115560739295,1807.3837698537573,All
1,All Population,1,Deaths,12,Lao PDR,3,Both,27,Age-standardized,295,"Communicable, maternal, neonatal, and nutritional diseases",3,Rate,1995,995.4909057491564,1120.1596160598212,888.0357887689165,CMNN
1,All Population,1,Deaths,66,Brunei Darussalam,3,Both,27,Age-standardized,687,Injuries,3,Rate,1991,57.396584117262606,65.70454551245622,49.11352814079617,Injuries
1,All Population,1,Deaths,15,Myanmar,3,Both,27,Age-standardized,687,Injuries,3,Rate,1992,97.3955356811375,115.40704139164424,78.39786487843587,Injuries
1,All Population,1,Deaths,15,Myanmar,3,Both,27,Age-standardized,294,All causes,3,Rate,1996,1708.9835302728525,1773.164059617701,1649.2802775476823,All
1,All Population,1,Deaths,15,Myanmar,3,Both,27,Age-standardized,295,"Communicable, maternal, neonatal, and nutritional diseases",3,Rate,1996,536.0398594602732,627.7394779955513,453.9127255159707,CMNN
1,All Population,1,Deaths,10,Cambodia,3,Both,27,Age-standardized,409,Non-communicable diseases,3,Rate,1998,629.4301307079913,703.2657611471245,552.3011509581977,NCD
1,All Population,1,Deaths,69,Singapore,3,Both,27,Age-standardized,294,All causes,3,Rate,1997,593.1482261208037,601.8332258640818,584.9211781308811,All
1,All Population,1,Deaths,69,Singapore,3,Both,27,Age-standardized,295,"Communicable, maternal, neonatal, and nutritional diseases",3,Rate,1997,77.9967003377184,83.61260736942103,70.94963240175647,CMNN
1,All Population,1,Deaths,11,Indonesia,3,Both,27,Age-standardized,294,All causes,3,Rate,1996,952.9786726225216,995.211712079922,915.6563317871088,All
1,All Population,1,Deaths,11,Indonesia,3,Both,27,Age-standardized,295,"Communicable, maternal, neonatal, and nutritional diseases",3,Rate,1996,309.4705726925176,347.91720286729065,275.0490346568278,CMNN
1,All Population,1,Deaths,11,Indonesia,3,Both,27,Age-standardized,409,Non-communicable diseases,3,Rate,1999,591.6814028920228,631.3141660223656,549.0075593080555,NCD
1,All Population,1,Deaths,11,Indonesia,3,Both,27,Age-standardized,409,Non-communicable diseases,3,Rate,1998,595.7907350119845,635.2303178312586,554.2372575622196,NCD
1,All Population,1,Deaths,18,Thailand,3,Both,27,Age-standardized,294,All causes,3,Rate,2000,853.406159244284,861.5521433226955,843.8683555845844,All
1,All Population,1,Deaths,18,Thailand,3,Both,27,Age-standardized,295,"Communicable, maternal, neonatal, and nutritional diseases",3,Rate,2000,135.884941534376,157.55283677067467,117.33209112912678,CMNN
1,All Population,1,Deaths,66,Brunei Darussalam,3,Both,27,Age-standardized,409,Non-communicable diseases,3,Rate,2000,676.52589002258,700.6767941229755,658.0300459745088,NCD
1,All Population,1,Deaths,10,Cambodia,3,Both,27,Age-standardized,409,Non-communicable diseases,3,Rate,1999,618.9731145843732,683.2021456390579,552.3769247892548,NCD
1,All Population,1,Deaths,15,Myanmar,3,Both,27,Age-standardized,687,Injuries,3,Rate,1993,94.19961562921952,111.68011269747078,76.34047445785075,Injuries
1,All Population,1,Deaths,69,Singapore,3,Both,27,Age-standardized,294,All causes,3,Rate,1998,568.6884050378353,577.2976140829408,559.7250011044679,All
1,All Population,1,Deaths,69,Singapore,3,Both,27,Age-standardized,295,"Communicable, maternal, neonatal, and nutritional diseases",3,Rate,1998,77.11762230206372,82.8931725046435,68.81475717460516,CMNN
1,All Population,1,Deaths,16,Philippines,3,Both,27,Age-standardized,294,All causes,3,Rate,1990,977.0103999208686,997.3504090614688,957.4536176568196,All
1,All Population,1,Deaths,16,Philippines,3,Both,27,Age-standardized,295,"Communicable, maternal, neonatal, and nutritional diseases",3,Rate,1990,254.3555103407201,292.40644113735164,225.97621146099212,CMNN
1,All Population,1,Deaths,69,Singapore,3,Both,27,Age-standardized,687,Injuries,3,Rate,1993,34.04498790387879,35.622145007685766,32.56445203169503,Injuries
1,All Population,1,Deaths,66,Brunei Darussalam,3,Both,27,Age-standardized,687,Injuries,3,Rate,1992,56.035148491818205,64.80049011547914,48.30238212044772,Injuries
1,All Population,1,Deaths,13,Malaysia,3,Both,27,Age-standardized,294,All causes,3,Rate,1993,903.1591297600936,925.4972290311416,875.3956759877227,All
1,All Population,1,Deaths,13,Malaysia,3,Both,27,Age-standardized,295,"Communicable, maternal, neonatal, and nutritional diseases",3,Rate,1993,165.6131841827746,198.57840672313588,136.13330393802565,CMNN
1,All Population,1,Deaths,69,Singapore,3,Both,27,Age-standardized,294,All causes,3,Rate,1996,616.0994295709179,625.8023273784321,606.6045715620934,All
1,All Population,1,Deaths,69,Singapore,3,Both,27,Age-standardized,295,"Communicable, maternal, neonatal, and nutritional diseases",3,Rate,1996,84.19435439910002,90.2566868097955,76.73827247323341,CMNN
1,All Population,1,Deaths,13,Malaysia,3,Both,27,Age-standardized,294,All causes,3,Rate,1991,923.4643945906272,945.7797558506444,901.836637871614,All
1,All Population,1,Deaths,13,Malaysia,3,Both,27,Age-standardized,295,"Communicable, maternal, neonatal, and nutritional diseases",3,Rate,1991,174.26707502909645,209.26781556164283,143.23746173119758,CMNN
1,All Population,1,Deaths,66,Brunei Darussalam,3,Both,27,Age-standardized,294,All causes,3,Rate,1994,868.3304216237916,887.837925018104,848.3334082571055,All
1,All Population,1,Deaths,66,Brunei Darussalam,3,Both,27,Age-standardized,295,"Communicable, maternal, neonatal, and nutritional diseases",3,Rate,1994,78.52138790136127,91.10331971456296,65.53599656384874,CMNN
1,All Population,1,Deaths,16,Philippines,3,Both,27,Age-standardized,409,Non-communicable diseases,3,Rate,1998,676.3992487462757,698.9503887690432,650.3126980502186,NCD
1,All Population,1,Deaths,12,Lao PDR,3,Both,27,Age-standardized,294,All causes,3,Rate,1998,1756.8092570496574,1817.3380889386908,1704.849856556706,All
1,All Population,1,Deaths,12,Lao PDR,3,Both,27,Age-standardized,295,"Communicable, maternal, neonatal, and nutritional diseases",3,Rate,1998,876.5938687999674,983.921562684566,790.0314726199061,CMNN
1,All Population,1,Deaths,66,Brunei Darussalam,3,Both,27,Age-standardized,294,All causes,3,Rate,1993,884.664334246015,906.1738241618558,863.7891233534772,All
1,All Population,1,Deaths,66,Brunei Darussalam,3,Both,27,Age-standardized,295,"Communicable, maternal, neonatal, and nutritional diseases",3,Rate,1993,82.17734968635202,96.93454129544148,67.96831069854944,CMNN
1,All Population,1,Deaths,13,Malaysia,3,Both,27,Age-standardized,409,Non-communicable diseases,3,Rate,1997,663.4181719369319,692.3108359204052,629.931610763186,NCD
1,All Population,1,Deaths,10,Cambodia,3,Both,27,Age-standardized,687,Injuries,3,Rate,2000,91.30775503257378,108.72282666917144,71.02980131135466,Injuries
1,All Population,1,Deaths,18,Thailand,3,Both,27,Age-standardized,294,All causes,3,Rate,1999,837.2043646361776,843.8354656351146,829.6116797340719,All
1,All Population,1,Deaths,18,Thailand,3,Both,27,Age-standardized,295,"Communicable, maternal, neonatal, and nutritional diseases",3,Rate,1999,141.63682325292814,164.4696726543352,126.41668088169877,CMNN
1,All Population,1,Deaths,11,Indonesia,3,Both,27,Age-standardized,409,Non-communicable diseases,3,Rate,1990,628.5597091704448,693.7322255071368,559.7001675851376,NCD
1,All Population,1,Deaths,15,Myanmar,3,Both,27,Age-standardized,294,All causes,3,Rate,1994,1763.8968005561553,1834.99669177242,1696.2476940650663,All
1,All Population,1,Deaths,15,Myanmar,3,Both,27,Age-standardized,295,"Communicable, maternal, neonatal, and nutritional diseases",3,Rate,1994,576.1235342102898,674.3202124235236,495.6891631042239,CMNN
1,All Population,1,Deaths,11,Indonesia,3,Both,27,Age-standardized,409,Non-communicable diseases,3,Rate,1993,616.6759613396442,667.8278071812643,559.9162108708948,NCD
1,All Population,1,Deaths,10,Cambodia,3,Both,27,Age-standardized,294,All causes,3,Rate,2000,1190.7223869632414,1230.780950166145,1153.1085335565224,All
