population_group_id,population_group_name,measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,metric_id,metric_name,year,val,upper,lower
1,All Population,44,Population,20,Vietnam,1,Male,9,20-24 years,1,Number,1991,3126769.3647797653,3388355.67336468,2878981.3259882582
1,All Population,44,Population,20,Vietnam,2,Female,9,20-24 years,1,Number,1991,3352373.926776394,3632834.369551494,3086707.3349360907
1,All Population,44,Population,20,Vietnam,3,Both,9,20-24 years,1,Number,1991,6479143.291556159,7021190.042916172,5965688.660924349
1,All Population,44,Population,20,Vietnam,1,Male,9,20-24 years,1,Number,1992,3183029.119268884,3448793.096295383,2913622.749745653
1,All Population,44,Population,20,Vietnam,2,Female,9,20-24 years,1,Number,1992,3388237.5667838687,3671135.227194183,3101462.6904801503
1,All Population,44,Population,20,Vietnam,3,Both,9,20-24 years,1,Number,1992,6571266.686052753,7119928.323489565,6015085.440225803
1,All Population,44,Population,20,Vietnam,1,Male,9,20-24 years,1,Number,1993,3241210.65134028,3536393.113372888,2945277.963039872
1,All Population,44,Population,20,Vietnam,2,Female,9,20-24 years,1,Number,1993,3420478.187347817,3731986.84299556,3108177.811302779
1,All Population,44,Population,20,Vietnam,3,Both,9,20-24 years,1,Number,1993,6661688.838688097,7268379.956368448,6053455.774342652
1,All Population,44,Population,20,Vietnam,1,Male,9,20-24 years,1,Number,1994,3294458.755904607,3640370.029308468,2960858.0107794963
1,All Population,44,Population,20,Vietnam,2,Female,9,20-24 years,1,Number,1994,3444170.848861472,3805801.578648221,3095410.082177392
1,All Population,44,Population,20,Vietnam,3,Both,9,20-24 years,1,Number,1994,6738629.604766079,7446171.607956688,6056268.092956887
1,All Population,44,Population,20,Vietnam,1,Male,9,20-24 years,1,Number,1995,3343054.899313243,3647024.872343447,3016586.8601780934
1,All Population,44,Population,20,Vietnam,2,Female,9,20-24 years,1,Number,1995,3462341.484773391,3777157.687152874,3124224.442309489
1,All Population,44,Population,20,Vietnam,3,Both,9,20-24 years,1,Number,1995,6805396.384086634,7424182.559496323,6140811.302487583
1,All Population,44,Population,20,Vietnam,1,Male,9,20-24 years,1,Number,1996,3393189.5967772766,3681823.11231817,3108213.553090509
1,All Population,44,Population,20,Vietnam,2,Female,9,20-24 years,1,Number,1996,3485155.108778669,3781611.44950525,3192455.3682520087
1,All Population,44,Population,20,Vietnam,3,Both,9,20-24 years,1,Number,1996,6878344.705555947,7463434.56182342,6300668.921342518
1,All Population,44,Population,20,Vietnam,1,Male,9,20-24 years,1,Number,1997,3443448.0519668097,3729087.722065544,3156975.9504617816
1,All Population,44,Population,20,Vietnam,2,Female,9,20-24 years,1,Number,1997,3513977.740513986,3805467.964088408,3221638.035434958
1,All Population,44,Population,20,Vietnam,3,Both,9,20-24 years,1,Number,1997,6957425.792480796,7534555.686153952,6378613.98589674
1,All Population,44,Population,20,Vietnam,1,Male,9,20-24 years,1,Number,1998,3496155.416280364,3750960.917810782,3248277.7167095044
1,All Population,44,Population,20,Vietnam,2,Female,9,20-24 years,1,Number,1998,3552079.6041479283,3810960.951583515,3300236.8751695007
1,All Population,44,Population,20,Vietnam,3,Both,9,20-24 years,1,Number,1998,7048235.020428292,7561921.869394297,6548514.591879006
1,All Population,44,Population,20,Vietnam,1,Male,9,20-24 years,1,Number,1999,3560988.646528096,3811074.164288004,3320841.7156891623
1,All Population,44,Population,20,Vietnam,2,Female,9,20-24 years,1,Number,1999,3606575.522179918,3859862.571461572,3363354.2910943395
1,All Population,44,Population,20,Vietnam,3,Both,9,20-24 years,1,Number,1999,7167564.168708013,7670936.735749575,6684196.006783502
1,All Population,44,Population,20,Vietnam,1,Male,9,20-24 years,1,Number,2000,3645410.009865853,3926970.4659501575,3386318.541359682
1,All Population,44,Population,20,Vietnam,2,Female,9,20-24 years,1,Number,2000,3680089.554181727,3964328.553499288,3418533.294598664
1,All Population,44,Population,20,Vietnam,3,Both,9,20-24 years,1,Number,2000,7325499.56404758,7891299.019449446,6804851.835958347
1,All Population,44,Population,20,Vietnam,1,Male,9,20-24 years,1,Number,2001,3743845.970340693,4033603.475927917,3443149.798745001
1,All Population,44,Population,20,Vietnam,2,Female,9,20-24 years,1,Number,2001,3768657.0292366506,4060334.803604596,3465968.0965919327
1,All Population,44,Population,20,Vietnam,3,Both,9,20-24 years,1,Number,2001,7512502.999577343,8093938.279532514,6909117.895336933
1,All Population,44,Population,20,Vietnam,1,Male,9,20-24 years,1,Number,2002,3848879.111956012,4166040.0556083983,3520402.2081561014
1,All Population,44,Population,20,Vietnam,2,Female,9,20-24 years,1,Number,2002,3865191.433912981,4183696.5692831497,3535322.3790856283
1,All Population,44,Population,20,Vietnam,3,Both,9,20-24 years,1,Number,2002,7714070.545868993,8349736.624891547,7055724.587241731
1,All Population,44,Population,20,Vietnam,1,Male,9,20-24 years,1,Number,2003,3950189.7211025273,4332484.157165801,3595618.8293860354
1,All Population,44,Population,20,Vietnam,2,Female,9,20-24 years,1,Number,2003,3959497.117757876,4342692.312064879,3604090.7897295486
1,All Population,44,Population,20,Vietnam,3,Both,9,20-24 years,1,Number,2003,7909686.838860403,8675176.469230678,7199709.619115584
1,All Population,44,Population,20,Vietnam,1,Male,9,20-24 years,1,Number,2004,4044316.852789085,4454739.242612035,3636768.6017794777
1,All Population,44,Population,20,Vietnam,2,Female,9,20-24 years,1,Number,2004,4046271.9117670176,4456892.703447977,3638526.648283837
1,All Population,44,Population,20,Vietnam,3,Both,9,20-24 years,1,Number,2004,8090588.764556102,8911631.946060015,7275295.250063315
1,All Population,44,Population,20,Vietnam,1,Male,9,20-24 years,1,Number,2005,4128491.8807146,4531706.487438721,3755015.91017618
1,All Population,44,Population,20,Vietnam,2,Female,9,20-24 years,1,Number,2005,4120620.8848621966,4523066.760391283,3747856.948621049
1,All Population,44,Population,20,Vietnam,3,Both,9,20-24 years,1,Number,2005,8249112.765576797,9054773.247830002,7502872.858797229
1,All Population,44,Population,20,Vietnam,1,Male,9,20-24 years,1,Number,2006,4204076.54994659,4605243.378490818,3808703.654875054
1,All Population,44,Population,20,Vietnam,2,Female,9,20-24 years,1,Number,2006,4183581.816373205,4582792.969950095,3790136.351035728
1,All Population,44,Population,20,Vietnam,3,Both,9,20-24 years,1,Number,2006,8387658.366319796,9188036.348440912,7598840.005910784
1,All Population,44,Population,20,Vietnam,1,Male,9,20-24 years,1,Number,2007,4273564.177809691,4589368.209304362,3943183.4500970687
1,All Population,44,Population,20,Vietnam,2,Female,9,20-24 years,1,Number,2007,4237848.595407731,4551013.348669894,3910228.9681755714
1,All Population,44,Population,20,Vietnam,3,Both,9,20-24 years,1,Number,2007,8511412.773217421,9140381.557974257,7853412.41827264
1,All Population,44,Population,20,Vietnam,1,Male,9,20-24 years,1,Number,2008,4347351.1951734815,4655699.482460743,4020033.7666936745
1,All Population,44,Population,20,Vietnam,2,Female,9,20-24 years,1,Number,2008,4293784.872022249,4598333.81500572,3970500.518019252
1,All Population,44,Population,20,Vietnam,3,Both,9,20-24 years,1,Number,2008,8641136.06719573,9254033.297466464,7990534.284712926
1,All Population,44,Population,20,Vietnam,1,Male,9,20-24 years,1,Number,2009,4424999.979946922,4724817.335265975,4136172.535779935
1,All Population,44,Population,20,Vietnam,2,Female,9,20-24 years,1,Number,2009,4353985.937060483,4648991.712125251,4069793.702972548
1,All Population,44,Population,20,Vietnam,3,Both,9,20-24 years,1,Number,2009,8778985.917007403,9373809.047391228,8205966.238752482
1,All Population,44,Population,20,Vietnam,1,Male,9,20-24 years,1,Number,2010,4499640.573736794,4820458.15889634,4174652.049582821
1,All Population,44,Population,20,Vietnam,2,Female,9,20-24 years,1,Number,2010,4416879.271764465,4731796.100939545,4097868.219131669
1,All Population,44,Population,20,Vietnam,3,Both,9,20-24 years,1,Number,2010,8916519.845501259,9552254.259835884,8272520.26871449
1,All Population,44,Population,20,Vietnam,1,Male,9,20-24 years,1,Number,2011,4557556.872592735,4931249.836203545,4199355.117656635
1,All Population,44,Population,20,Vietnam,2,Female,9,20-24 years,1,Number,2011,4464281.000934734,4830325.889515944,4113410.274849204
1,All Population,44,Population,20,Vietnam,3,Both,9,20-24 years,1,Number,2011,9021837.87352747,9761575.72571949,8312765.392505839
1,All Population,44,Population,20,Vietnam,1,Male,9,20-24 years,1,Number,2012,4579564.338940638,4996581.714797151,4179961.0339932335
1,All Population,44,Population,20,Vietnam,2,Female,9,20-24 years,1,Number,2012,4475111.917093977,4882617.804163234,4084622.914270199
1,All Population,44,Population,20,Vietnam,3,Both,9,20-24 years,1,Number,2012,9054676.256034616,9879199.518960388,8264583.948263436
1,All Population,44,Population,20,Vietnam,1,Male,9,20-24 years,1,Number,2013,4548492.943682293,4965444.539197971,4134426.397807967
1,All Population,44,Population,20,Vietnam,2,Female,9,20-24 years,1,Number,2013,4432274.155872895,4838572.19874905,4028787.446579557
1,All Population,44,Population,20,Vietnam,3,Both,9,20-24 years,1,Number,2013,8980767.099555189,9804016.73794702,8163213.844387523
1,All Population,44,Population,20,Vietnam,1,Male,9,20-24 years,1,Number,2014,4457492.438490278,4873282.30777474,4034290.151928622
1,All Population,44,Population,20,Vietnam,2,Female,9,20-24 years,1,Number,2014,4329030.972591811,4732838.101164746,3918025.046843659
1,All Population,44,Population,20,Vietnam,3,Both,9,20-24 years,1,Number,2014,8786523.411082089,9606120.408939486,7952315.19877228
1,All Population,44,Population,20,Vietnam,1,Male,9,20-24 years,1,Number,2015,4304626.148799845,4710192.1547741685,3900242.81278394
1,All Population,44,Population,20,Vietnam,2,Female,9,20-24 years,1,Number,2015,4164353.953399281,4556704.030261219,3773148.0075597954
1,All Population,44,Population,20,Vietnam,3,Both,9,20-24 years,1,Number,2015,8468980.102199126,9266896.185035383,7673390.820343736
1,All Population,44,Population,20,Vietnam,1,Male,9,20-24 years,1,Number,2016,4114448.737787978,4482159.588011355,3757596.214532404
1,All Population,44,Population,20,Vietnam,2,Female,9,20-24 years,1,Number,2016,3964457.829454778,4318763.89863849,3620614.250413898
1,All Population,44,Population,20,Vietnam,3,Both,9,20-24 years,1,Number,2016,8078906.567242757,8800923.486649847,7378210.464946303
1,All Population,44,Population,20,Vietnam,1,Male,9,20-24 years,1,Number,2017,3911979.150532541,4244265.083633379,3593662.413163774
1,All Population,44,Population,20,Vietnam,2,Female,9,20-24 years,1,Number,2017,3755037.023907397,4073992.195523637,3449490.627018648
1,All Population,44,Population,20,Vietnam,3,Both,9,20-24 years,1,Number,2017,7667016.174439939,8318257.279157015,7043153.040182423
1,All Population,44,Population,20,Vietnam,1,Male,9,20-24 years,1,Number,2018,3718908.4712744425,3995977.124403143,3445525.992938036
1,All Population,44,Population,20,Vietnam,2,Female,9,20-24 years,1,Number,2018,3557236.2018886334,3822259.837434088,3295738.491898734
1,All Population,44,Population,20,Vietnam,3,Both,9,20-24 years,1,Number,2018,7276144.673163076,7818236.961837232,6741264.48483677
1,All Population,44,Population,20,Vietnam,1,Male,9,20-24 years,1,Number,2019,3554918.8609141177,3799573.130916177,3297243.225479947
1,All Population,44,Population,20,Vietnam,2,Female,9,20-24 years,1,Number,2019,3389644.126376587,3622923.968125826,3143948.306490785
1,All Population,44,Population,20,Vietnam,3,Both,9,20-24 years,1,Number,2019,6944562.987290705,7422497.099042004,6441191.531970731
1,All Population,44,Population,20,Vietnam,1,Male,9,20-24 years,1,Number,2020,3432309.053454871,3684170.8175390586,3152316.7468984853
1,All Population,44,Population,20,Vietnam,2,Female,9,20-24 years,1,Number,2020,3263535.8275957564,3503013.065189747,2997311.2803108417
1,All Population,44,Population,20,Vietnam,3,Both,9,20-24 years,1,Number,2020,6695844.881050627,7187183.882728805,6149628.027209328
1,All Population,44,Population,20,Vietnam,1,Male,9,20-24 years,1,Number,2021,3348895.6178162773,3602917.347131838,3081507.1829090705
1,All Population,44,Population,20,Vietnam,2,Female,9,20-24 years,1,Number,2021,3176452.274755803,3417393.7647291347,2922832.3656174503
1,All Population,44,Population,20,Vietnam,3,Both,9,20-24 years,1,Number,2021,6525347.89257208,7020311.111860972,6004339.548526521
1,All Population,44,Population,20,Vietnam,1,Male,9,20-24 years,1,Number,2022,3303062.6906793304,3582783.394851774,3039197.980868175
1,All Population,44,Population,20,Vietnam,2,Female,9,20-24 years,1,Number,2022,3126484.186928903,3391251.295594315,2876725.4266604176
1,All Population,44,Population,20,Vietnam,3,Both,9,20-24 years,1,Number,2022,6429546.877608233,6974034.69044609,5915923.407528592
1,All Population,44,Population,20,Vietnam,1,Male,9,20-24 years,1,Number,2023,3309086.1444577463,3615392.35895124,3005076.526065705
1,All Population,44,Population,20,Vietnam,2,Female,9,20-24 years,1,Number,2023,3123740.578230207,3412890.2436687904,2836758.874011347
1,All Population,44,Population,20,Vietnam,3,Both,9,20-24 years,1,Number,2023,6432826.722687953,7028282.602620031,5841835.400077053
1,All Population,44,Population,20,Vietnam,1,Male,10,25-29 years,1,Number,1990,2890261.824910044,3120440.995289456,2656945.314672509
1,All Population,44,Population,20,Vietnam,2,Female,10,25-29 years,1,Number,1990,3146146.2826523143,3396703.977803589,2892173.488548072
1,All Population,44,Population,20,Vietnam,3,Both,10,25-29 years,1,Number,1990,6036408.107562359,6517144.973093044,5549118.803220582
1,All Population,44,Population,20,Vietnam,1,Male,10,25-29 years,1,Number,1991,2933085.0361362905,3178467.665252136,2700645.9579940103
1,All Population,44,Population,20,Vietnam,2,Female,10,25-29 years,1,Number,1991,3179058.3316240595,3445019.1482780976,2927126.53324135
1,All Population,44,Population,20,Vietnam,3,Both,10,25-29 years,1,Number,1991,6112143.36776035,6623486.813530234,5627772.4912353605
1,All Population,44,Population,20,Vietnam,1,Male,10,25-29 years,1,Number,1992,2976063.556133096,3224547.141084788,2724174.412777608
1,All Population,44,Population,20,Vietnam,2,Female,10,25-29 years,1,Number,1992,3202375.187815122,3469754.446362469,2931331.3987470814
1,All Population,44,Population,20,Vietnam,3,Both,10,25-29 years,1,Number,1992,6178438.7439482175,6694301.587447257,5655505.811524688
1,All Population,44,Population,20,Vietnam,1,Male,10,25-29 years,1,Number,1993,3024109.256976945,3299519.9327875176,2747998.606235601
1,All Population,44,Population,20,Vietnam,2,Female,10,25-29 years,1,Number,1993,3222750.7080364083,3516251.992231603,2928503.4704010244
1,All Population,44,Population,20,Vietnam,3,Both,10,25-29 years,1,Number,1993,6246859.965013353,6815771.925019121,5676502.076636625
1,All Population,44,Population,20,Vietnam,1,Male,10,25-29 years,1,Number,1994,3077240.0424077976,3400343.8055770374,2765635.1181585067
1,All Population,44,Population,20,Vietnam,2,Female,10,25-29 years,1,Number,1994,3244643.7297178283,3585324.529644966,2916087.3123823893
1,All Population,44,Population,20,Vietnam,3,Both,10,25-29 years,1,Number,1994,6321883.772125626,6985668.335222004,5681722.430540897
1,All Population,44,Population,20,Vietnam,1,Male,10,25-29 years,1,Number,1995,3135586.942763693,3420692.7238926645,2829379.311847392
1,All Population,44,Population,20,Vietnam,2,Female,10,25-29 years,1,Number,1995,3272477.757948108,3570030.447265227,2952901.972049353
1,All Population,44,Population,20,Vietnam,3,Both,10,25-29 years,1,Number,1995,6408064.700711801,6990723.171157893,5782281.283896745
1,All Population,44,Population,20,Vietnam,1,Male,10,25-29 years,1,Number,1996,3199253.8601320423,3471390.6984727904,2930565.453013278
1,All Population,44,Population,20,Vietnam,2,Female,10,25-29 years,1,Number,1996,3304443.6598276827,3585528.2155945445,3026920.917904304
1,All Population,44,Population,20,Vietnam,3,Both,10,25-29 years,1,Number,1996,6503697.5199597245,7056918.914067335,5957486.370917581
1,All Population,44,Population,20,Vietnam,1,Male,10,25-29 years,1,Number,1997,3267670.3422122058,3538728.9626574283,2995821.783490808
1,All Population,44,Population,20,Vietnam,2,Female,10,25-29 years,1,Number,1997,3339850.9579391093,3616897.078980423,3061997.4494222864
1,All Population,44,Population,20,Vietnam,3,Both,10,25-29 years,1,Number,1997,6607521.300151315,7155626.041637852,6057819.232913095
1,All Population,44,Population,20,Vietnam,1,Male,10,25-29 years,1,Number,1998,3333580.548832138,3576537.329209176,3097229.420409532
1,All Population,44,Population,20,Vietnam,2,Female,10,25-29 years,1,Number,1998,3373358.6341530844,3619214.506181748,3134187.236289144
1,All Population,44,Population,20,Vietnam,3,Both,10,25-29 years,1,Number,1998,6706939.182985222,7195751.835390924,6231416.656698674
1,All Population,44,Population,20,Vietnam,1,Male,10,25-29 years,1,Number,1999,3391878.1226544976,3630087.137252057,3163135.7137930216
1,All Population,44,Population,20,Vietnam,2,Female,10,25-29 years,1,Number,1999,3401827.774848442,3640735.545934,3172414.3786083297
1,All Population,44,Population,20,Vietnam,3,Both,10,25-29 years,1,Number,1999,6793705.897502939,7270822.683186058,6335550.092401352
1,All Population,44,Population,20,Vietnam,1,Male,10,25-29 years,1,Number,2000,3439162.7372800084,3704793.277119432,3194729.951496778
1,All Population,44,Population,20,Vietnam,2,Female,10,25-29 years,1,Number,2000,3424898.1985044107,3689426.9884631294,3181479.241148965
1,All Population,44,Population,20,Vietnam,3,Both,10,25-29 years,1,Number,2000,6864060.935784419,7394220.2655825615,6376209.192645743
1,All Population,44,Population,20,Vietnam,1,Male,10,25-29 years,1,Number,2001,3480546.1926681497,3749925.4328554417,3200997.5885085524
1,All Population,44,Population,20,Vietnam,2,Female,10,25-29 years,1,Number,2001,3449868.773764837,3716873.7142481096,3172784.1017466118
1,All Population,44,Population,20,Vietnam,3,Both,10,25-29 years,1,Number,2001,6930414.966432987,7466799.147103552,6373781.690255164
1,All Population,44,Population,20,Vietnam,1,Male,10,25-29 years,1,Number,2002,3516632.6027439623,3806415.2855256526,3216510.786612378
1,All Population,44,Population,20,Vietnam,2,Female,10,25-29 years,1,Number,2002,3478411.1067684386,3765044.206157461,3181551.247765526
1,All Population,44,Population,20,Vietnam,3,Both,10,25-29 years,1,Number,2002,6995043.7095124,7571459.491683113,6398062.034377905
1,All Population,44,Population,20,Vietnam,1,Male,10,25-29 years,1,Number,2003,3552465.308785291,3896268.4721121816,3233594.34782893
1,All Population,44,Population,20,Vietnam,2,Female,10,25-29 years,1,Number,2003,3515048.723483678,3855230.756336536,3199536.292864355
1,All Population,44,Population,20,Vietnam,3,Both,10,25-29 years,1,Number,2003,7067514.032268968,7751499.228448718,6433130.640693285
1,All Population,44,Population,20,Vietnam,1,Male,10,25-29 years,1,Number,2004,3600588.9990989817,3965981.325064076,3237755.471806171
1,All Population,44,Population,20,Vietnam,2,Female,10,25-29 years,1,Number,2004,3567891.25881844,3929965.376740933,3208352.702554942
1,All Population,44,Population,20,Vietnam,3,Both,10,25-29 years,1,Number,2004,7168480.257917421,7895946.701805009,6446108.1743611125
1,All Population,44,Population,20,Vietnam,1,Male,10,25-29 years,1,Number,2005,3671674.812717148,4030273.777764004,3339523.9077858166
1,All Population,44,Population,20,Vietnam,2,Female,10,25-29 years,1,Number,2005,3641875.427594469,3997563.996375562,3312420.265951898
1,All Population,44,Population,20,Vietnam,3,Both,10,25-29 years,1,Number,2005,7313550.240311616,8027837.774139566,6651944.173737715
1,All Population,44,Population,20,Vietnam,1,Male,10,25-29 years,1,Number,2006,3759619.037608412,4118374.2667136057,3406045.203829342
1,All Population,44,Population,20,Vietnam,2,Female,10,25-29 years,1,Number,2006,3732366.084016901,4088520.746545611,3381355.257602876
1,All Population,44,Population,20,Vietnam,3,Both,10,25-29 years,1,Number,2006,7491985.121625313,8206895.013259216,6787400.46143222
1,All Population,44,Population,20,Vietnam,1,Male,10,25-29 years,1,Number,2007,3856086.015958446,4141039.618844091,3557979.6927423608
1,All Population,44,Population,20,Vietnam,2,Female,10,25-29 years,1,Number,2007,3831345.2062550816,4114470.534866215,3535151.545719118
1,All Population,44,Population,20,Vietnam,3,Both,10,25-29 years,1,Number,2007,7687431.222213527,8255510.153710306,7093131.238461478
1,All Population,44,Population,20,Vietnam,1,Male,10,25-29 years,1,Number,2008,3956165.689957615,4236768.029165313,3658301.100201303
1,All Population,44,Population,20,Vietnam,2,Female,10,25-29 years,1,Number,2008,3932129.936626421,4211027.471450805,3636075.0283563137
1,All Population,44,Population,20,Vietnam,3,Both,10,25-29 years,1,Number,2008,7888295.626584035,8447795.500616118,7294376.128557614
1,All Population,44,Population,20,Vietnam,1,Male,10,25-29 years,1,Number,2009,4051708.404205096,4326233.263815904,3787246.350374648
1,All Population,44,Population,20,Vietnam,2,Female,10,25-29 years,1,Number,2009,4025524.660096186,4298275.431357468,3762771.6647796286
1,All Population,44,Population,20,Vietnam,3,Both,10,25-29 years,1,Number,2009,8077233.064301282,8624508.69517337,7550018.015154277
1,All Population,44,Population,20,Vietnam,1,Male,10,25-29 years,1,Number,2010,4133216.0803990494,4427908.151938226,3834692.7268186463
1,All Population,44,Population,20,Vietnam,2,Female,10,25-29 years,1,Number,2010,4101936.2983422983,4394398.168606659,3805672.14081098
1,All Population,44,Population,20,Vietnam,3,Both,10,25-29 years,1,Number,2010,8235152.378741348,8822306.320544887,7640364.867629625
1,All Population,44,Population,20,Vietnam,1,Male,10,25-29 years,1,Number,2011,4206634.554702409,4551553.944085716,3876013.583424867
1,All Population,44,Population,20,Vietnam,2,Female,10,25-29 years,1,Number,2011,4165586.287035361,4507139.9589466965,3838191.509511725
1,All Population,44,Population,20,Vietnam,3,Both,10,25-29 years,1,Number,2011,8372220.841737769,9058693.903032413,7714205.09293659
1,All Population,44,Population,20,Vietnam,1,Male,10,25-29 years,1,Number,2012,4276544.80878701,4665969.077538673,3903382.3608188103
1,All Population,44,Population,20,Vietnam,2,Female,10,25-29 years,1,Number,2012,4220810.193510474,4605159.240846561,3852511.032705881
1,All Population,44,Population,20,Vietnam,3,Both,10,25-29 years,1,Number,2012,8497355.002297483,9271128.318385234,7755893.393524692
1,All Population,44,Population,20,Vietnam,1,Male,10,25-29 years,1,Number,2013,4348116.151097915,4746699.591620979,3952290.663834888
1,All Population,44,Population,20,Vietnam,2,Female,10,25-29 years,1,Number,2013,4273896.452561861,4665676.316140547,3884827.465658221
1,All Population,44,Population,20,Vietnam,3,Both,10,25-29 years,1,Number,2013,8622012.603659775,9412375.907761527,7837118.129493107
1,All Population,44,Population,20,Vietnam,1,Male,10,25-29 years,1,Number,2014,4423275.203176667,4835873.327327592,4003321.561996772
1,All Population,44,Population,20,Vietnam,2,Female,10,25-29 years,1,Number,2014,4329307.098649709,4733139.983950021,3918274.957000869
1,All Population,44,Population,20,Vietnam,3,Both,10,25-29 years,1,Number,2014,8752582.301826375,9569013.311277611,7921596.518997641
1,All Population,44,Population,20,Vietnam,1,Male,10,25-29 years,1,Number,2015,4499544.648717161,4923475.157152171,4076850.362917672
1,All Population,44,Population,20,Vietnam,2,Female,10,25-29 years,1,Number,2015,4389620.297971973,4803194.139335332,3977252.478194653
1,All Population,44,Population,20,Vietnam,3,Both,10,25-29 years,1,Number,2015,8889164.946689134,9726669.296487505,8054102.841112325
1,All Population,44,Population,20,Vietnam,1,Male,10,25-29 years,1,Number,2016,4557540.038176325,4964850.234308671,4162257.518910841
1,All Population,44,Population,20,Vietnam,2,Female,10,25-29 years,1,Number,2016,4433281.746845616,4829486.901971403,4048776.341993916
1,All Population,44,Population,20,Vietnam,3,Both,10,25-29 years,1,Number,2016,8990821.785021942,9794337.136280073,8211033.860904758
1,All Population,44,Population,20,Vietnam,1,Male,10,25-29 years,1,Number,2017,4577784.347025697,4966624.186082295,4205291.212054703
1,All Population,44,Population,20,Vietnam,2,Female,10,25-29 years,1,Number,2017,4439665.706739438,4816773.66290502,4078411.250006222
1,All Population,44,Population,20,Vietnam,3,Both,10,25-29 years,1,Number,2017,9017450.053765137,9783397.848987317,8283702.462060926
1,All Population,44,Population,20,Vietnam,1,Male,10,25-29 years,1,Number,2018,4545518.429914684,4884171.741464607,4211370.627328933
1,All Population,44,Population,20,Vietnam,2,Female,10,25-29 years,1,Number,2018,4393864.808028303,4721219.518098058,4070865.2881497582
1,All Population,44,Population,20,Vietnam,3,Both,10,25-29 years,1,Number,2018,8939383.237942986,9605391.259562664,8282235.915478691
1,All Population,44,Population,20,Vietnam,1,Male,10,25-29 years,1,Number,2019,4452493.411929222,4758919.96285883,4129757.756328265
1,All Population,44,Population,20,Vietnam,2,Female,10,25-29 years,1,Number,2019,4288153.608053954,4583270.073909201,3977330.0002514096
1,All Population,44,Population,20,Vietnam,3,Both,10,25-29 years,1,Number,2019,8740647.019983176,9342190.036768032,8107087.756579673
1,All Population,44,Population,20,Vietnam,1,Male,10,25-29 years,1,Number,2020,4297073.538105945,4612391.449416253,3946537.6415305394
1,All Population,44,Population,20,Vietnam,2,Female,10,25-29 years,1,Number,2020,4121919.9288968192,4424385.123183664,3785672.274516496
1,All Population,44,Population,20,Vietnam,3,Both,10,25-29 years,1,Number,2020,8418993.467002764,9036776.572599916,7732209.916047035
1,All Population,44,Population,20,Vietnam,1,Male,10,25-29 years,1,Number,2021,4105519.418699263,4416932.870025835,3777719.290798303
1,All Population,44,Population,20,Vietnam,2,Female,10,25-29 years,1,Number,2021,3922701.286067463,4220247.545489244,3609498.0461963983
1,All Population,44,Population,20,Vietnam,3,Both,10,25-29 years,1,Number,2021,8028220.704766725,8637180.415515078,7387217.3369947
1,All Population,44,Population,20,Vietnam,1,Male,10,25-29 years,1,Number,2022,3902606.165716342,4233099.361580385,3590847.0076689427
1,All Population,44,Population,20,Vietnam,2,Female,10,25-29 years,1,Number,2022,3715692.70698975,4030357.089055664,3418865.1049451665
1,All Population,44,Population,20,Vietnam,3,Both,10,25-29 years,1,Number,2022,7618298.872706092,8263456.450636049,7009712.112614108
1,All Population,44,Population,20,Vietnam,1,Male,10,25-29 years,1,Number,2023,3724020.459706675,4068735.1512898975,3381890.339964778
1,All Population,44,Population,20,Vietnam,2,Female,10,25-29 years,1,Number,2023,3529825.7240227163,3856564.741427272,3205536.502012631
1,All Population,44,Population,20,Vietnam,3,Both,10,25-29 years,1,Number,2023,7253846.183729391,7925299.89271717,6587426.841977409
1,All Population,44,Population,20,Vietnam,1,Male,11,30-34 years,1,Number,1990,2459113.324518109,2654956.019469856,2260601.295535045
1,All Population,44,Population,20,Vietnam,2,Female,11,30-34 years,1,Number,1990,2657083.4713850976,2868692.4210660844,2442590.2937738616
1,All Population,44,Population,20,Vietnam,3,Both,11,30-34 years,1,Number,1990,5116196.795903207,5523648.44053594,4703191.589308907
1,All Population,44,Population,20,Vietnam,1,Male,11,30-34 years,1,Number,1991,2579685.1216468243,2795502.2253590925,2375252.0335551086
1,All Population,44,Population,20,Vietnam,2,Female,11,30-34 years,1,Number,1991,2762080.219206978,2993156.5424869503,2543192.8115806337
1,All Population,44,Population,20,Vietnam,3,Both,11,30-34 years,1,Number,1991,5341765.340853803,5788658.767846043,4918444.845135742
1,All Population,44,Population,20,Vietnam,1,Male,11,30-34 years,1,Number,1992,2688536.703909083,2913013.508876771,2460983.362236711
1,All Population,44,Population,20,Vietnam,2,Female,11,30-34 years,1,Number,1992,2859373.381193177,3098114.0314088287,2617360.7030573385
1,All Population,44,Population,20,Vietnam,3,Both,11,30-34 years,1,Number,1992,5547910.08510226,6011127.5402856,5078344.06529405
1,All Population,44,Population,20,Vietnam,1,Male,11,30-34 years,1,Number,1993,2779000.7863475457,3032089.0247702505,2525269.306984208
1,All Population,44,Population,20,Vietnam,2,Female,11,30-34 years,1,Number,1993,2942184.480268536,3210134.129971392,2673553.8183393064
1,All Population,44,Population,20,Vietnam,3,Both,11,30-34 years,1,Number,1993,5721185.266616082,6242223.154741642,5198823.125323514
1,All Population,44,Population,20,Vietnam,1,Male,11,30-34 years,1,Number,1994,2850153.3599211583,3149413.496767494,2561543.498624091
1,All Population,44,Population,20,Vietnam,2,Female,11,30-34 years,1,Number,1994,3006408.8072268083,3322075.438966095,2701976.3366596764
