country,year,age_name,ncd_rate_per_100k,q5
Brunei Darussalam,2004,50-54 years,417.27997365846323,0.02064859257873964
Brunei Darussalam,2004,55-59 years,680.0554671796094,0.03343434316250004
Brunei Darussalam,2004,60-64 years,1180.602179221213,0.0573377812244289
Brunei Darussalam,2004,65-69 years,1979.6679133012515,0.0943155585408523
Brunei Darussalam,2005,30-34 years,54.75154677291956,0.002733835295869197
Brunei Darussalam,2005,35-39 years,90.20671993974287,0.004500187318559102
Brunei Darussalam,2005,40-44 years,139.0125161351828,0.006926553864737066
Brunei Darussalam,2005,45-49 years,232.55593689366924,0.01156058477907505
Brunei Darussalam,2005,50-54 years,411.49916771896284,0.020365449250527766
Brunei Darussalam,2005,55-59 years,665.7114309455449,0.03274067549886541
Brunei Darussalam,2005,60-64 years,1148.3881943610531,0.05581692235121022
Brunei Darussalam,2005,65-69 years,1915.1838667929335,0.09138377504817422
Brunei Darussalam,2006,30-34 years,53.97487209511559,0.0026951069034958086
Brunei Darussalam,2006,35-39 years,89.15589640823868,0.0044478809500813924
Brunei Darussalam,2006,40-44 years,137.14288620234885,0.006833714427117006
Brunei Darussalam,2006,45-49 years,230.94058656671692,0.011480745078270873
Brunei Darussalam,2006,50-54 years,405.97556153497766,0.020094827851227612
Brunei Darussalam,2006,55-59 years,649.743063091994,0.03196788044064807
Brunei Darussalam,2006,60-64 years,1116.0447287906768,0.054287553005271896
Brunei Darussalam,2006,65-69 years,1846.6197979646902,0.0882565811470634
Brunei Darussalam,2007,30-34 years,52.87232187759865,0.0026401263536207785
Brunei Darussalam,2007,35-39 years,88.43649487122288,0.004412070043317211
Brunei Darussalam,2007,40-44 years,135.4222206720346,0.006748264409800298
Brunei Darussalam,2007,45-49 years,228.898860411258,0.011379822311592744
Brunei Darussalam,2007,50-54 years,400.5947726384344,0.01983113243222547
Brunei Darussalam,2007,55-59 years,634.0851484407053,0.03120952009251956
Brunei Darussalam,2007,60-64 years,1088.3267157767832,0.05297498354241307
Brunei Darussalam,2007,65-69 years,1779.2110437985532,0.08517207478778603
Brunei Darussalam,2008,30-34 years,52.3707395608525,0.002615113092874897
Brunei Darussalam,2008,35-39 years,87.474136110051,0.00436416302075046
Brunei Darussalam,2008,40-44 years,133.91233340375172,0.006673275821769089
Brunei Darussalam,2008,45-49 years,227.5533536853775,0.01131330815397604
Brunei Darussalam,2008,50-54 years,394.94692607796765,0.01955427379571576
Brunei Darussalam,2008,55-59 years,620.1471039792472,0.030533966427634923
Brunei Darussalam,2008,60-64 years,1059.6033085784056,0.05161293452423723
Brunei Darussalam,2008,65-69 years,1724.556171264533,0.08266384736057301
Brunei Darussalam,2009,30-34 years,52.19280890740049,0.002606239771011642
Brunei Darussalam,2009,35-39 years,86.9929470707558,0.004340208166056145
Brunei Darussalam,2009,40-44 years,133.38926789050552,0.00664729644437113
Brunei Darussalam,2009,45-49 years,229.2217684460295,0.011395784376113416
Brunei Darussalam,2009,50-54 years,393.6841775723228,0.019492363006140802
Brunei Darussalam,2009,55-59 years,611.1242299736643,0.030096395584272684
Brunei Darussalam,2009,60-64 years,1036.3560831290495,0.0505091670922077
Brunei Darussalam,2009,65-69 years,1678.8379609890137,0.08056068945877952
Brunei Darussalam,2010,30-34 years,51.48683134391196,0.002571032209651646
Brunei Darussalam,2010,35-39 years,86.38138844819873,0.004309762341037423
Brunei Darussalam,2010,40-44 years,132.75493205274645,0.006615789635050413
Brunei Darussalam,2010,45-49 years,229.81938416452425,0.011425325178317207
Brunei Darussalam,2010,50-54 years,390.7306887948321,0.01934754247479996
Brunei Darussalam,2010,55-59 years,600.3052188355128,0.02957146334737484
Brunei Darussalam,2010,60-64 years,1006.6515686041023,0.04909698939548745
Brunei Darussalam,2010,65-69 years,1621.2991549742576,0.07790718636328259
Brunei Darussalam,2011,30-34 years,51.028412332461755,0.0025481698900270506
Brunei Darussalam,2011,35-39 years,86.4925016317301,0.004315294067107986
Brunei Darussalam,2011,40-44 years,132.16523787948304,0.006586499238009537
Brunei Darussalam,2011,45-49 years,229.2411018505418,0.011396740061298182
Brunei Darussalam,2011,50-54 years,388.8731449846844,0.01925644934874708
Brunei Darussalam,2011,55-59 years,592.5045425838883,0.029192805384172182
Brunei Darussalam,2011,60-64 years,982.84082958968,0.047963528622938574
Brunei Darussalam,2011,65-69 years,1573.9199107282243,0.07571669518332197
Brunei Darussalam,2012,30-34 years,50.727617394983376,0.0025331683299032585
Brunei Darussalam,2012,35-39 years,86.68608592864896,0.004324931511815728
Brunei Darussalam,2012,40-44 years,131.556586745125,0.006556266336729946
Brunei Darussalam,2012,45-49 years,229.70682807250478,0.011419761473986883
Brunei Darussalam,2012,50-54 years,388.16897937253617,0.019221915188618027
Brunei Darussalam,2012,55-59 years,585.9831814506625,0.028876135824078254
Brunei Darussalam,2012,60-64 years,965.1610966985157,0.04712106926274485
Brunei Darussalam,2012,65-69 years,1528.3322197994871,0.0736043148427147
Brunei Darussalam,2013,30-34 years,50.74648574850797,0.002534109358813843
Brunei Darussalam,2013,35-39 years,86.87268690583575,0.004334221209239515
Brunei Darussalam,2013,40-44 years,132.4139577039263,0.006598853377894442
Brunei Darussalam,2013,45-49 years,233.44238471293147,0.011604395292888488
Brunei Darussalam,2013,50-54 years,391.99439925593117,0.01940950948751133
Brunei Darussalam,2013,55-59 years,583.4664205301872,0.028753897682580694
Brunei Darussalam,2013,60-64 years,957.8241169566031,0.046771240299362596
Brunei Darussalam,2013,65-69 years,1489.5266541685426,0.07180253785897972
Brunei Darussalam,2014,30-34 years,50.55941182869657,0.0025247793075151973
Brunei Darussalam,2014,35-39 years,87.01985255390834,0.0043415476068802555
Brunei Darussalam,2014,40-44 years,132.4052412909071,0.006598420428321585
Brunei Darussalam,2014,45-49 years,235.21200627677015,0.011691848733893917
Brunei Darussalam,2014,50-54 years,394.8261786983095,0.01954835388827671
Brunei Darussalam,2014,55-59 years,578.7350750542794,0.0285240569467655
Brunei Darussalam,2014,60-64 years,942.8149422131132,0.04605520863886896
Brunei Darussalam,2014,65-69 years,1447.7808073159147,0.06986047402858143
Brunei Darussalam,2015,30-34 years,50.409890778610816,0.002517322090639448
Brunei Darussalam,2015,35-39 years,87.71484151783369,0.004376145752612951
Brunei Darussalam,2015,40-44 years,133.41956167513132,0.006648801080610562
Brunei Darussalam,2015,45-49 years,238.54539812564911,0.011856561700501273
Brunei Darussalam,2015,50-54 years,397.74819454624645,0.019691602246282774
Brunei Darussalam,2015,55-59 years,576.1981871003848,0.02840079715913673
Brunei Darussalam,2015,60-64 years,930.6031003659223,0.04547223983404255
Brunei Darussalam,2015,65-69 years,1413.29826503386,0.06825335456206048
Brunei Darussalam,2016,30-34 years,50.430252494953656,0.002518337614703257
Brunei Darussalam,2016,35-39 years,88.53562279752988,0.004417004583583816
Brunei Darussalam,2016,40-44 years,134.64204238677283,0.006709517540710861
Brunei Darussalam,2016,45-49 years,244.0750245076498,0.012129737078514745
Brunei Darussalam,2016,50-54 years,400.57641099659423,0.01983023246606757
Brunei Darussalam,2016,55-59 years,574.3368910204891,0.028310352554281455
Brunei Darussalam,2016,60-64 years,922.8149474691261,0.04510026735226813
Brunei Darussalam,2016,65-69 years,1382.3128963417983,0.06680694236710945
Brunei Darussalam,2017,30-34 years,50.13056130801852,0.0025033906559320477
Brunei Darussalam,2017,35-39 years,88.39406102977685,0.004409957699737609
Brunei Darussalam,2017,40-44 years,133.9060238919547,0.006672962447873359
Brunei Darussalam,2017,45-49 years,246.03571497063643,0.01222658135639017
Brunei Darussalam,2017,50-54 years,400.58724517424054,0.019830763485849567
Brunei Darussalam,2017,55-59 years,569.5139300258411,0.028075955310095005
Brunei Darussalam,2017,60-64 years,904.0396130156715,0.044202950200938396
Brunei Darussalam,2017,65-69 years,1348.2071440980503,0.06521236286736995
Brunei Darussalam,2018,30-34 years,49.69965765899939,0.002481899144504319
Brunei Darussalam,2018,35-39 years,87.84582324847607,0.004382666189437942
Brunei Darussalam,2018,40-44 years,133.3828970506564,0.006646980016252681
Brunei Darussalam,2018,45-49 years,245.0509822943809,0.012177943688141426
Brunei Darussalam,2018,50-54 years,399.8982181637837,0.019796991368853975
Brunei Darussalam,2018,55-59 years,564.572501610305,0.027835742708142333
Brunei Darussalam,2018,60-64 years,883.3688647129857,0.04321409361523697
Brunei Darussalam,2018,65-69 years,1310.3674791144697,0.06344012697427395
Brunei Darussalam,2019,30-34 years,49.536955178897834,0.0024737841655615997
Brunei Darussalam,2019,35-39 years,88.85533800752943,0.004432919685950088
Brunei Darussalam,2019,40-44 years,134.59056767415885,0.006706961041359816
Brunei Darussalam,2019,45-49 years,249.6147819862616,0.012403337688487734
Brunei Darussalam,2019,50-54 years,402.149493142042,0.019907331574539312
Brunei Darussalam,2019,55-59 years,564.1092535242913,0.027813220302638858
Brunei Darussalam,2019,60-64 years,879.5993825383612,0.043033659616247624
Brunei Darussalam,2019,65-69 years,1292.6259146951816,0.0626080752222233
Brunei Darussalam,2020,30-34 years,48.95689237900773,0.0024448523096652157
Brunei Darussalam,2020,35-39 years,89.10378096796562,0.004445286751971095
Brunei Darussalam,2020,40-44 years,135.60990027986495,0.006757585127860202
Brunei Darussalam,2020,45-49 years,252.84031710735246,0.012562607513681264
Brunei Darussalam,2020,50-54 years,403.18732682815386,0.019958194068537417
Brunei Darussalam,2020,55-59 years,563.8848309510463,0.027802309039236354
Brunei Darussalam,2020,60-64 years,869.3877268644917,0.04254469054808085
Brunei Darussalam,2020,65-69 years,1268.4409072694878,0.06147268369646842
Brunei Darussalam,2021,30-34 years,49.76706830237387,0.0024852613108834938
Brunei Darussalam,2021,35-39 years,90.57300661871844,0.0045184191607221666
Brunei Darussalam,2021,40-44 years,139.1156646165607,0.006931675614328193
Brunei Darussalam,2021,45-49 years,262.059987194916,0.013017713811874625
Brunei Darussalam,2021,50-54 years,420.1203805973438,0.020787685768447733
Brunei Darussalam,2021,55-59 years,575.7576325476307,0.02837939036217969
Brunei Darussalam,2021,60-64 years,878.4587111875056,0.0429790524830669
Brunei Darussalam,2021,65-69 years,1255.8652608361322,0.06088178022184472
Brunei Darussalam,2022,30-34 years,51.254797932069366,0.0025594602811153753
Brunei Darussalam,2022,35-39 years,92.14042048801912,0.004596433092453863
Brunei Darussalam,2022,40-44 years,143.79268627499593,0.007163881469732583
Brunei Darussalam,2022,45-49 years,278.96817780222113,0.013851803580011306
Brunei Darussalam,2022,50-54 years,440.625665567387,0.021791238800865125
Brunei Darussalam,2022,55-59 years,584.8604053975183,0.028821604881988736
Brunei Darussalam,2022,60-64 years,885.5859495169088,0.043320203389545536
Brunei Darussalam,2022,65-69 years,1219.0686953655827,0.05915071513989093
Brunei Darussalam,2023,30-34 years,49.076949419088606,0.0024508404766018193
Brunei Darussalam,2023,35-39 years,92.21938437247528,0.00460036315217917
Brunei Darussalam,2023,40-44 years,143.50898118091382,0.007149797554976579
Brunei Darussalam,2023,45-49 years,294.0627842998467,0.014595836904012826
Brunei Darussalam,2023,50-54 years,456.8248377304401,0.022583326277469045
Brunei Darussalam,2023,55-59 years,586.6279127215643,0.028907447742791675
Brunei Darussalam,2023,60-64 years,866.8870284313882,0.042424911289587024
Brunei Darussalam,2023,65-69 years,1171.9550481869528,0.05692977400831788
Cambodia,1990,30-34 years,141.18784927508304,0.007034562594670839
Cambodia,1990,35-39 years,191.63199048357015,0.009535914865509521
Cambodia,1990,40-44 years,329.6826042566877,0.016349377578383947
Cambodia,1990,45-49 years,473.5318207725644,0.02339957989678231
Cambodia,1990,50-54 years,544.8601858520652,0.026876905400807942
Cambodia,1990,55-59 years,650.3569878015219,0.03199760277611746
Cambodia,1990,60-64 years,927.6253890058547,0.045330037117425205
Cambodia,1990,65-69 years,1471.562796302546,0.07096731818525755
Cambodia,1991,30-34 years,143.24867597859122,0.007136875101207746
Cambodia,1991,35-39 years,192.94958186254536,0.009601165571068996
Cambodia,1991,40-44 years,329.6078504559386,0.016345700740663775
Cambodia,1991,45-49 years,470.2515859196204,0.023239370524853867
Cambodia,1991,50-54 years,541.295530702725,0.026703415547872228
Cambodia,1991,55-59 years,649.6316962563579,0.03196248866954364
Cambodia,1991,60-64 years,925.7204504441809,0.04523905457278926
Cambodia,1991,65-69 years,1469.2872427898392,0.07086146594165542
Cambodia,1992,30-34 years,146.20118367726815,0.007283438002433513
Cambodia,1992,35-39 years,195.55351306652614,0.009730106739441056
Cambodia,1992,40-44 years,330.34303327395327,0.016381860823817377
Cambodia,1992,45-49 years,467.5302609427162,0.023106439060055693
Cambodia,1992,50-54 years,537.815030663782,0.02653399203962846
Cambodia,1992,55-59 years,648.7027614743961,0.03191751359353178
Cambodia,1992,60-64 years,923.2826978305999,0.045122611724378814
Cambodia,1992,65-69 years,1462.656319215474,0.07055294807716503
Cambodia,1993,30-34 years,149.31457917819924,0.0074379640471190075
Cambodia,1993,35-39 years,198.18030520647923,0.009860163007468817
Cambodia,1993,40-44 years,330.5683937580465,0.016392944950868016
Cambodia,1993,45-49 years,461.66672778950397,0.022819956028772605
Cambodia,1993,50-54 years,530.1044023630403,0.026158551041488735
Cambodia,1993,55-59 years,642.4152219987388,0.03161304358954609
Cambodia,1993,60-64 years,914.199387224565,0.04468861182262426
Cambodia,1993,65-69 years,1444.3757978583799,0.06970189658076681
Cambodia,1994,30-34 years,151.59084416349265,0.007550925927286299
Cambodia,1994,35-39 years,200.10399007543856,0.009955396639015663
Cambodia,1994,40-44 years,328.9161486454972,0.016311678074023533
Cambodia,1994,45-49 years,453.69567584315996,0.02243036974810108
Cambodia,1994,50-54 years,522.5063602620836,0.02578845225499049
Cambodia,1994,55-59 years,636.7388583261923,0.03133808844976884
Cambodia,1994,60-64 years,907.6602308023889,0.04437605209788776
Cambodia,1994,65-69 years,1430.086147799987,0.06903611750640433
Cambodia,1995,30-34 years,152.86810166185558,0.007614305472516353
Cambodia,1995,35-39 years,201.03893809498118,0.010001678732958031
Cambodia,1995,40-44 years,326.0751858998373,0.016171927686820894
Cambodia,1995,45-49 years,444.9204762444925,0.02200130305637854
Cambodia,1995,50-54 years,516.0267738266666,0.02547272350802274
Cambodia,1995,55-59 years,632.8178180418457,0.031148113865775807
Cambodia,1995,60-64 years,902.4699860913606,0.04412789674551391
Cambodia,1995,65-69 years,1420.763287743667,0.06860150199907439
Cambodia,1996,30-34 years,150.65902042233216,0.007504684809566916
Cambodia,1996,35-39 years,198.24960414275847,0.00986359386764578
Cambodia,1996,40-44 years,318.4046842712012,0.015794508079602438
Cambodia,1996,45-49 years,431.8901276577398,0.021363835640337878
Cambodia,1996,50-54 years,507.0212595557257,0.025033746930286458
Cambodia,1996,55-59 years,625.3163138586838,0.030784563449435445
Cambodia,1996,60-64 years,892.6719887143519,0.043659264376791684
Cambodia,1996,65-69 years,1404.0983904297384,0.0678241258722487
Cambodia,1997,30-34 years,146.8544694760658,0.007315864289578166
Cambodia,1997,35-39 years,194.85341939782506,0.009695441223019354
Cambodia,1997,40-44 years,310.94694373204237,0.015427419463307425
Cambodia,1997,45-49 years,420.107882316792,0.020787073777236653
Cambodia,1997,50-54 years,500.3683893077929,0.024709325332452604
Cambodia,1997,55-59 years,620.7282086668125,0.03056214085962026
Cambodia,1997,60-64 years,886.6053136833164,0.043368986340697774
Cambodia,1997,65-69 years,1394.0108909762737,0.06735326492751939
Cambodia,1998,30-34 years,144.08898621324448,0.0071785904152777864
Cambodia,1998,35-39 years,193.62013672336013,0.009634371627374608
Cambodia,1998,40-44 years,307.6507561934334,0.015265129593103938
Cambodia,1998,45-49 years,415.68349368751956,0.02057040523649413
Cambodia,1998,50-54 years,501.97186616745165,0.02478752727527147
Cambodia,1998,55-59 years,625.4316886960835,0.030790155953966548
Cambodia,1998,60-64 years,892.2459569497734,0.04363888243698354
Cambodia,1998,65-69 years,1401.5911223719927,0.06770711387537089
Cambodia,1999,30-34 years,138.61332179853434,0.0069067319634211685
Cambodia,1999,35-39 years,189.36859544092164,0.009423815404873198
Cambodia,1999,40-44 years,300.06682874438786,0.014891629337466135
Cambodia,1999,45-49 years,405.9963444905631,0.020095846221889865
Cambodia,1999,50-54 years,495.4434573063415,0.024469096520880387
Cambodia,1999,55-59 years,619.613174184849,0.030508078524914873
Cambodia,1999,60-64 years,882.1500704375467,0.04315575716627692
Cambodia,1999,65-69 years,1382.455764043272,0.06681361647195773
Cambodia,2000,30-34 years,131.13137884833475,0.006535144878444637
Cambodia,2000,35-39 years,183.91716987122732,0.009153770106271433
Cambodia,2000,40-44 years,292.43862634112355,0.014515806752383668
Cambodia,2000,45-49 years,398.2680437115876,0.019717085063184148
Cambodia,2000,50-54 years,489.55332239448967,0.024181710205418403
Cambodia,2000,55-59 years,613.1959915522907,0.030196884366344278
Cambodia,2000,60-64 years,873.2803812705963,0.042731112997270476
Cambodia,2000,65-69 years,1366.1645434399027,0.0660522704252772
Cambodia,2001,30-34 years,124.7601639341259,0.00621861231939603
Cambodia,2001,35-39 years,180.418024833501,0.008980395610717323
Cambodia,2001,40-44 years,289.7966124763106,0.014385608111338589
Cambodia,2001,45-49 years,400.1805133102273,0.01981082798273062
Cambodia,2001,50-54 years,498.3928042800159,0.02461296707198435
Cambodia,2001,55-59 years,624.5871520614056,0.030749218433827812
Cambodia,2001,60-64 years,885.390813004106,0.043310864609492565
Cambodia,2001,65-69 years,1379.7998653483587,0.06668953788265224
Cambodia,2002,30-34 years,115.89727652387633,0.005778122110792236
Cambodia,2002,35-39 years,173.14205955771217,0.008619791765405088
Cambodia,2002,40-44 years,282.9903278734474,0.014050115225812064
Cambodia,2002,45-49 years,398.79713506524,0.01974302025537751
Cambodia,2002,50-54 years,503.28379092032054,0.024851505547959663
Cambodia,2002,55-59 years,632.2770910836817,0.03112191274273566
Cambodia,2002,60-64 years,894.7679819256264,0.04375953336236505
Cambodia,2002,65-69 years,1388.073458211934,0.06707601210833948
Cambodia,2003,30-34 years,106.32402565181334,0.00530210774658924
Cambodia,2003,35-39 years,164.61663511451357,0.008197097291380344
Cambodia,2003,40-44 years,273.91896051927733,0.013602796429510696
Cambodia,2003,45-49 years,394.4951512314564,0.01953212435281197
Cambodia,2003,50-54 years,502.74627575798877,0.024825293195434316
Cambodia,2003,55-59 years,632.7373528832796,0.031144214941176286
Cambodia,2003,60-64 years,890.8922532695457,0.043574116590635745
Cambodia,2003,65-69 years,1375.158912024876,0.06647268303905961
Cambodia,2004,30-34 years,98.40119032367747,0.004907985725247475
Cambodia,2004,35-39 years,158.73447018840827,0.007905352212044622
Cambodia,2004,40-44 years,268.92768026094495,0.013356585126689038
Cambodia,2004,45-49 years,396.66376765323685,0.01963844192355592
Cambodia,2004,50-54 years,510.3182824624844,0.02519448397834034
Cambodia,2004,55-59 years,641.6455650393507,0.03157576698081858
Cambodia,2004,60-64 years,897.5350779293033,0.043891891099014695
Cambodia,2004,65-69 years,1373.0679379234252,0.06637496353828971
Cambodia,2005,30-34 years,91.38086801164653,0.004558629113449074
Cambodia,2005,35-39 years,153.76323532643033,0.007658721023246593
Cambodia,2005,40-44 years,266.08551078281465,0.013216358501576214
Cambodia,2005,45-49 years,402.14993149834845,0.0199073530582007
Cambodia,2005,50-54 years,520.7177717098582,0.025701310358989003
Cambodia,2005,55-59 years,652.9462626484147,0.03212294914272112
Cambodia,2005,60-64 years,905.7248881705086,0.04428352709292457
Cambodia,2005,65-69 years,1373.2794667544208,0.06638484956736013
